source,filename,sheet_name,name,description,price,schema,valid,collect_dt,sorted_schema,company,category,extension,tags,대분류,중분류,소분류,tags_list,data_size,data_count,data_size_bytes
bigdata-sea,page_001322.html,-,컨테이너선 선주사 선대별 화물/발라스트 탱크 사용률,선주사 선대별 화물/발라스트 탱크 사용률,0,SHIP_OWNER_NM|SHIP_CNT|DPTR_HMS|ARVL_HMS|NVGTN_TM|PRT_NCHRG_TM|BLLAT_HOUR|FRGHT_CNVNC_TM|NNVGTN_TM,True,2025-07-15,ARVL_HMS-BLLAT_HOUR-DPTR_HMS-FRGHT_CNVNC_TM-NNVGTN_TM-NVGTN_TM-PRT_NCHRG_TM-SHIP_CNT-SHIP_OWNER_NM,올시데이터,해운물류,"CSV, JSON, XML","['allseadata', '발라스트탱크', '사용율', '선대별', '선주', '올시데이터', '화물탱크']",소비/유통,상품,물류,"['allseadata', '발라스트탱크', '사용율', '선대별', '선주', '올시데이터', '화물탱크']",30400,400,30400.0
bigdata-sea,page_001323.html,-,컨테이너선 선박별 화물/발라스트 탱크 사용률,선박별 화물/발라스트 탱크 사용률,0,MMSI|IMO_IDNTF_NO|SHIP_NM|SHIP_KIND|SHIP_WDTH|SHIP_LNTH|SHIP_HGHT|SHIP_OWNER_NM|DRAFT|SHPYRD_NM|BULD_YR|DDWGHT|DPTR_HMS|ARVL_HMS|DPTRP_LA|DPTRP_LO|DTNT_LA|DTNT_LO|NVGTN_TM|PRT_NCHRG_TM|BLLAT_HOUR|FRGHT_CNVNC_TM|NNVGTN_TM,True,2025-07-15,ARVL_HMS-BLLAT_HOUR-BULD_YR-DDWGHT-DPTRP_LA-DPTRP_LO-DPTR_HMS-DRAFT-DTNT_LA-DTNT_LO-FRGHT_CNVNC_TM-IMO_IDNTF_NO-MMSI-NNVGTN_TM-NVGTN_TM-PRT_NCHRG_TM-SHIP_HGHT-SHIP_KIND-SHIP_LNTH-SHIP_NM-SHIP_OWNER_NM-SHIP_WDTH-SHPYRD_NM,올시데이터,해운물류,"CSV, JSON, XML","['allseadata', '발라스트탱크', '사용율', '선박별', '올시데이터', '화물탱크']",산업/기술,해양/수산,선박,"['allseadata', '발라스트탱크', '사용율', '선박별', '올시데이터', '화물탱크']",248650,4973,248650.0
bigdata-sea,page_001324.html,-,컨테이너선 선종별 화물/발라스트 탱크 사용률,선종별 화물/발라스트 탱크 사용률,0,SHIP_KIND|SHIP_CNT|DPTR_HMS|ARVL_HMS|NVGTN_TM|PRT_NCHRG_TM|BLLAT_HOUR|FRGHT_CNVNC_TM|NNVGTN_TM,True,2025-07-15,ARVL_HMS-BLLAT_HOUR-DPTR_HMS-FRGHT_CNVNC_TM-NNVGTN_TM-NVGTN_TM-PRT_NCHRG_TM-SHIP_CNT-SHIP_KIND,올시데이터,해운물류,"CSV, JSON, XML","['allseadata', '발라스트탱크', '사용율', '선종', '올시데이터', '화물탱크']",산업/기술,해양/수산,선박,"['allseadata', '발라스트탱크', '사용율', '선종', '올시데이터', '화물탱크']",78,1,78.0
bigdata-sea,page_001325.html,-,컨테이너선 항로별 선박활용율,항로별 선박활용율,0,DPTR_CN_NM|ARVL_CN_NM|DPRT_PRT_CD|ARRV_PRT_CD|DPTR_PRT_NM|ARVL_PRT_NM|SHIP_CNT|DPTR_HMS|ARVL_HMS|PRCUSE_RT|NVGTN_TM|PRT_NCHRG_TM|BLLAT_HOUR|FRGHT_CNVNC_TM|NNVGTN_TM,True,2025-07-15,ARRV_PRT_CD-ARVL_CN_NM-ARVL_HMS-ARVL_PRT_NM-BLLAT_HOUR-DPRT_PRT_CD-DPTR_CN_NM-DPTR_HMS-DPTR_PRT_NM-FRGHT_CNVNC_TM-NNVGTN_TM-NVGTN_TM-PRCUSE_RT-PRT_NCHRG_TM-SHIP_CNT,올시데이터,해운물류,"CSV, JSON, XML","['allseadata', '발라스트탱크', '사용율', '올시데이터', '항로별', '화물탱크']",소비/유통,상품,물류,"['allseadata', '발라스트탱크', '사용율', '올시데이터', '항로별', '화물탱크']",2844829,39943,2844829.0
bigdata-sea,page_001326.html,-,컨테이너선 선박별 활용률,선박별 활용률,0,MMSI|IMO_IDNTF_NO|SHIP_NM|SHIP_KIND|SHIP_WDTH|SHIP_LNTH|SHIP_HGHT|SHIP_OWNER_NM|DRAFT|SHPYRD_NM|BULD_YR|DDWGHT|DPTR_HMS|ARVL_HMS|DPTRP_LA|DPTRP_LO|DTNT_LA|DTNT_LO|PRCUSE_RT|NVGTN_TM|PRT_NCHRG_TM|BLLAT_HOUR|FRGHT_CNVNC_TM|NNVGTN_TM,True,2025-07-15,ARVL_HMS-BLLAT_HOUR-BULD_YR-DDWGHT-DPTRP_LA-DPTRP_LO-DPTR_HMS-DRAFT-DTNT_LA-DTNT_LO-FRGHT_CNVNC_TM-IMO_IDNTF_NO-MMSI-NNVGTN_TM-NVGTN_TM-PRCUSE_RT-PRT_NCHRG_TM-SHIP_HGHT-SHIP_KIND-SHIP_LNTH-SHIP_NM-SHIP_OWNER_NM-SHIP_WDTH-SHPYRD_NM,올시데이터,해운물류,"CSV, JSON, XML","['allseadata', '선박별', '올시데이터', '활용율']",산업/기술,해양/수산,선박,"['allseadata', '선박별', '올시데이터', '활용율']",250308,4973,250308.0
bigdata-sea,page_001327.html,-,컨테이너선 선종별 활용률,선종별 활용률,0,SHIP_KIND|SHIP_CNT|DPTR_HMS|ARVL_HMS|PRCUSE_RT|NVGTN_TM|PRT_NCHRG_TM|BLLAT_HOUR|FRGHT_CNVNC_TM|NNVGTN_TM,True,2025-07-15,ARVL_HMS-BLLAT_HOUR-DPTR_HMS-FRGHT_CNVNC_TM-NNVGTN_TM-NVGTN_TM-PRCUSE_RT-PRT_NCHRG_TM-SHIP_CNT-SHIP_KIND,올시데이터,해운물류,"CSV, JSON, XML","['allseadata', '선종', '올시데이터', '활용율']",소비/유통,상품,물류,"['allseadata', '선종', '올시데이터', '활용율']",79,1,79.0
bigdata-sea,page_001328.html,-,컨테이너선 선주사 선대별 활용률,선주사 선대별 활용률,0,SHIP_OWNER_NM|SHIP_CNT|DPTR_HMS|ARVL_HMS|PRCUSE_RT|NVGTN_TM|PRT_NCHRG_TM|BLLAT_HOUR|FRGHT_CNVNC_TM|NNVGTN_TM,True,2025-07-15,ARVL_HMS-BLLAT_HOUR-DPTR_HMS-FRGHT_CNVNC_TM-NNVGTN_TM-NVGTN_TM-PRCUSE_RT-PRT_NCHRG_TM-SHIP_CNT-SHIP_OWNER_NM,올시데이터,해운물류,"CSV, JSON, XML","['allseadata', '선대별', '선주', '올시데이터', '활용률']",소비/유통,상품,물류,"['allseadata', '선대별', '선주', '올시데이터', '활용률']",27778,400,27778.0
bigdata-sea,page_001329.html,-,컨테이너선 조선소별 인도선박 성능,조선소별 인도선박 성능,0,SHPYRD_NM|SHIP_CNT|DPTR_HMS|ARVL_HMS|PRFMC|FUEL_CNSMP_QTY|NVGTN_DIST,True,2025-07-15,ARVL_HMS-DPTR_HMS-FUEL_CNSMP_QTY-NVGTN_DIST-PRFMC-SHIP_CNT-SHPYRD_NM,올시데이터,해운물류,"CSV, JSON, XML","['allseadata', '성능', '올시데이터', '인도선박', '조선소별']",산업/기술,해양/수산,선박,"['allseadata', '성능', '올시데이터', '인도선박', '조선소별']",18030,226,18030.0
bigdata-sea,page_001330.html,-,컨테이너선 선박별 성능,선박별 성능,0,MMSI|IMO_IDNTF_NO|SHIP_NM|SHIP_KIND|SHIP_WDTH|SHIP_LNTH|SHIP_HGHT|SHIP_OWNER_NM|DRAFT|SHPYRD_NM|BULD_YR|DDWGHT|DPTR_HMS|ARVL_HMS|DPTRP_LA|DPTRP_LO|DTNT_LA|DTNT_LO|PRFMC|FUEL_CNSMP_QTY|NVGTN_DIST,True,2025-07-15,ARVL_HMS-BULD_YR-DDWGHT-DPTRP_LA-DPTRP_LO-DPTR_HMS-DRAFT-DTNT_LA-DTNT_LO-FUEL_CNSMP_QTY-IMO_IDNTF_NO-MMSI-NVGTN_DIST-PRFMC-SHIP_HGHT-SHIP_KIND-SHIP_LNTH-SHIP_NM-SHIP_OWNER_NM-SHIP_WDTH-SHPYRD_NM,올시데이터,해운물류,"CSV, JSON, XML","['allseadata', '선박별', '성능', '올시데이터']",산업/기술,해양/수산,선박,"['allseadata', '선박별', '성능', '올시데이터']",266837,5255,266837.0
bigdata-sea,page_001331.html,-,컨테이너선 선주사 선대별 선박 성능,선주사 선대별 선박 성능,0,SHIP_OWNER_NM|SHIP_CNT|DPTR_HMS|ARVL_HMS|PRFMC|FUEL_CNSMP_QTY|NVGTN_DIST,True,2025-07-15,ARVL_HMS-DPTR_HMS-FUEL_CNSMP_QTY-NVGTN_DIST-PRFMC-SHIP_CNT-SHIP_OWNER_NM,올시데이터,해운물류,"CSV, JSON, XML","['allseadata', '선대별', '선박', '선주', '성능', '올시데이터']",산업/기술,해양/수산,선박,"['allseadata', '선대별', '선박', '선주', '성능', '올시데이터']",31388,399,31388.0
bigdata-sea,page_001332.html,-,컨테이너선 항로별  co2발생량,항로별  co2발생량,0,DPTR_CN_NM|ARVL_CN_NM|DPRT_PRT_CD|ARRV_PRT_CD|DPTR_PRT_NM|ARVL_PRT_NM|SHIP_CNT|DPTR_HMS|ARVL_HMS|CDBX,True,2025-07-15,ARRV_PRT_CD-ARVL_CN_NM-ARVL_HMS-ARVL_PRT_NM-CDBX-DPRT_PRT_CD-DPTR_CN_NM-DPTR_HMS-DPTR_PRT_NM-SHIP_CNT,올시데이터,해운물류,"CSV, JSON, XML","['allseadata', 'co2', '올시데이터', '이산화탄소', '항로별']",소비/유통,상품,물류,"['allseadata', 'co2', '올시데이터', '이산화탄소', '항로별']",986729,17078,986729.0
bigdata-sea,page_001333.html,-,컨테이너선 선주사 선대별 co2발생량 순위,선주사 선대별 co2발생량 순위,0,RANK|SHIP_OWNER_NM|SHIP_CNT|DPTR_HMS|ARVL_HMS|CDBX,True,2025-07-15,ARVL_HMS-CDBX-DPTR_HMS-RANK-SHIP_CNT-SHIP_OWNER_NM,올시데이터,해운물류,"CSV, JSON, XML","['allseadata', 'co2', '선대별', '선주', '순위', '올시데이터', '이산화탄소']",산업/기술,해양/수산,선박,"['allseadata', 'co2', '선대별', '선주', '순위', '올시데이터', '이산화탄소']",26600,399,26600.0
bigdata-sea,page_001334.html,-,컨테이너선 항로별  nox발생량,항로별  nox발생량,0,DPTR_CN_NM|ARVL_CN_NM|DPRT_PRT_CD|ARRV_PRT_CD|DPTR_PRT_NM|ARVL_PRT_NM|SHIP_CNT|DPTR_HMS|ARVL_HMS|NOX,True,2025-07-15,ARRV_PRT_CD-ARVL_CN_NM-ARVL_HMS-ARVL_PRT_NM-DPRT_PRT_CD-DPTR_CN_NM-DPTR_HMS-DPTR_PRT_NM-NOX-SHIP_CNT,올시데이터,해운물류,"CSV, JSON, XML","['allseadata', 'nox', '올시데이터', '질소산화물', '항로별']",소비/유통,상품,물류,"['allseadata', 'nox', '올시데이터', '질소산화물', '항로별']",986729,17078,986729.0
bigdata-sea,page_001335.html,-,컨테이너선 선주사 선대별 nox발생량 순위,선주사 선대별 nox발생량 순위,0,RANK|SHIP_OWNER_NM|SHIP_CNT|DPTR_HMS|ARVL_HMS|NOX,True,2025-07-15,ARVL_HMS-DPTR_HMS-NOX-RANK-SHIP_CNT-SHIP_OWNER_NM,올시데이터,해운물류,"CSV, JSON, XML","['allseadata', 'cnox', '선대별', '선주', '순위', '올시데이터', '질소산화물']",산업/기술,해양/수산,선박,"['allseadata', 'cnox', '선대별', '선주', '순위', '올시데이터', '질소산화물']",25492,399,25492.0
bigdata-sea,page_001336.html,-,컨테이너선 선주사 선대별 활용률 순위,선주사 선대별 활용률 순위,0,RANK|SHIP_OWNER_NM|SHIP_CNT|DPTR_HMS|ARVL_HMS|PRCUSE_RT|NVGTN_TM|PRT_NCHRG_TM|BLLAT_HOUR|FRGHT_CNVNC_TM|NNVGTN_TM,True,2025-07-15,ARVL_HMS-BLLAT_HOUR-DPTR_HMS-FRGHT_CNVNC_TM-NNVGTN_TM-NVGTN_TM-PRCUSE_RT-PRT_NCHRG_TM-RANK-SHIP_CNT-SHIP_OWNER_NM,올시데이터,해운물류,"CSV, JSON, XML","['allseadata', '선대별', '선주', '순위', '올시데이터', '활용률']",소비/유통,상품,물류,"['allseadata', '선대별', '선주', '순위', '올시데이터', '활용률']",28133,400,28133.0
bigdata-sea,page_001337.html,-,컨테이너선 조선소별 인도선박 성능 순위,조선소별 인도선박 성능 순위,0,RANK|SHPYRD_NM|SHIP_CNT|DPTR_HMS|ARVL_HMS|PRFMC|FUEL_CNSMP_QTY|NVGTN_DIST,True,2025-07-15,ARVL_HMS-DPTR_HMS-FUEL_CNSMP_QTY-NVGTN_DIST-PRFMC-RANK-SHIP_CNT-SHPYRD_NM,올시데이터,해운물류,"CSV, JSON, XML","['allseadata', '성능', '순위', '올시데이터', '인도선박', '조선소별']",산업/기술,해양/수산,선박,"['allseadata', '성능', '순위', '올시데이터', '인도선박', '조선소별']",16674,226,16674.0
bigdata-sea,page_001338.html,-,울산권 양식장 위성 정보(2023),울산권 해상구역의 양식장 위성영상,0,LO|LA|RSOLTN_X|RSOLTN_Y|IMG_COLCT_YMD|STLIMG_BND|TIF_FILE_NM|TFW_FILE_NM|FILE_STR_COURS,True,2025-07-15,FILE_STR_COURS-IMG_COLCT_YMD-LA-LO-RSOLTN_X-RSOLTN_Y-STLIMG_BND-TFW_FILE_NM-TIF_FILE_NM,한국해양대학교 산학협력단,해사안전,"CSV, JSON, XML","['Marine', 'Maritime', 'Ship', 'Vessl', '경제운항', '선박', '안전운항', '양식장', '양식장경계', '위성영상', '조선', '해사', '해양']",산업/기술,해양/수산,양식,"['Marine', 'Maritime', 'Ship', 'Vessl', '경제운항', '선박', '안전운항', '양식장', '양식장경계', '위성영상', '조선', '해사', '해양']",378,6,378.0
bigdata-sea,page_001339.html,-,울산권 양식장 경계 추출 데이터(2023),울산권 양식장 경계추출 이미지 데이터,0,,True,2025-07-15,,한국해양대학교 산학협력단,해사안전,"CSV, JSON, XML","['Marine', 'Maritime', 'Ship', 'Vessel', '경제운항', '선박', '안전운항', '양식장', '양식장경계', '양식장메타데이터', '조선', '해사', '해양']",산업/기술,해양/수산,양식,"['Marine', 'Maritime', 'Ship', 'Vessel', '경제운항', '선박', '안전운항', '양식장', '양식장경계', '양식장메타데이터', '조선', '해사', '해양']",-,-1,
bigdata-sea,page_001340.html,-,부산권 양식장 위성 정보(2023),부산권 해상구역의 양식장 위성영상,0,,True,2025-07-15,,한국해양대학교 산학협력단,해사안전,"CSV, JSON, XML","['Marine', 'Maritime', 'Ship', 'Vessel', '경제운항', '선박', '안전운항', '양식장', '양식장경계', '위성영상', '조선', '해사', '해양']",산업/기술,해양/수산,어업,"['Marine', 'Maritime', 'Ship', 'Vessel', '경제운항', '선박', '안전운항', '양식장', '양식장경계', '위성영상', '조선', '해사', '해양']",-,-1,
bigdata-sea,page_001341.html,-,부산권 양식장 경계 추출 데이터(2023),부산권 해상구역의 양식장 경계 정보,0,,True,2025-07-15,,한국해양대학교 산학협력단,해사안전,"CSV, JSON, XML","['Marine', 'Maritime', 'Ship', 'Vessel', '경제운항', '선박', '안전운항', '양식장', '양식장경계', '양식장메타데이터', '조선', '해사', '해양']",산업/기술,해양/수산,양식,"['Marine', 'Maritime', 'Ship', 'Vessel', '경제운항', '선박', '안전운항', '양식장', '양식장경계', '양식장메타데이터', '조선', '해사', '해양']",-,-1,
bigdata-sea,page_001342.html,-,거제·창원권 양식장 위성 정보(2023),거제창원권 해상구역의 양식장 위성 영상,0,,True,2025-07-15,,한국해양대학교 산학협력단,해사안전,"CSV, JSON, XML","['Marine', 'Maritime', 'Ship', 'Vessel', '경제운항', '선박', '안전운항', '양식장', '양식장경계\\', '위성영상', '조선', '해사', '해양']",산업/기술,해양/수산,양식,"['Marine', 'Maritime', 'Ship', 'Vessel', '경제운항', '선박', '안전운항', '양식장', '양식장경계\\', '위성영상', '조선', '해사', '해양']",-,-1,
bigdata-sea,page_001343.html,-,거제·창원권 양식장 경계 추출 데이터(2023),거제창원권 해상구역의 양식장 경계 정보,0,,True,2025-07-15,,한국해양대학교 산학협력단,해사안전,"CSV, JSON, XML","['Marine', 'Maritime', 'Ship', 'Vessel', '경제운항', '선박', '안전운항', '양식장', '양식장경계', '양식장메타데이터', '조선', '해사', '해양']",산업/기술,해양/수산,양식,"['Marine', 'Maritime', 'Ship', 'Vessel', '경제운항', '선박', '안전운항', '양식장', '양식장경계', '양식장메타데이터', '조선', '해사', '해양']",-,-1,
bigdata-sea,page_001344.html,-,고성·통영권 양식장 위성 정보(2023),고성통영권 해상구역의 양식장 위성영상,0,,True,2025-07-15,,한국해양대학교 산학협력단,해사안전,"CSV, JSON, XML","['Marine', 'Maritime', 'Ship', 'Vessel', '경제운항', '선박', '안전운항', '양식장', '양식장경계', '위성영상', '조선', '해사', '해양']",산업/기술,해양/수산,양식,"['Marine', 'Maritime', 'Ship', 'Vessel', '경제운항', '선박', '안전운항', '양식장', '양식장경계', '위성영상', '조선', '해사', '해양']",-,-1,
bigdata-sea,page_001345.html,-,고성·통영권 양식장 경계 추출 데이터(2023),고성통영권 해상구역의 양식장 경계 정보,0,,True,2025-07-15,,한국해양대학교 산학협력단,해사안전,"CSV, JSON, XML","['Marine', 'Maritime', 'Ship', 'Vessel', '경제운항', '선박', '안전운항', '양식장', '양식장경계', '양식장메타데이터', '조선', '해사', '해양']",산업/기술,해양/수산,어업,"['Marine', 'Maritime', 'Ship', 'Vessel', '경제운항', '선박', '안전운항', '양식장', '양식장경계', '양식장메타데이터', '조선', '해사', '해양']",-,-1,
bigdata-sea,page_001346.html,-,남해·사천권 양식장 위성 정보(2023),남해사천권 해상구역의 양식장 위성영상,0,,True,2025-07-15,,한국해양대학교 산학협력단,해사안전,"CSV, JSON, XML","['Marine', 'Maritime', 'Ship', 'Vessel', '경제운항', '선박', '안전운항', '양식장', '양식장경계', '위성영상', '조선', '해사', '해양']",산업/기술,해양/수산,어업,"['Marine', 'Maritime', 'Ship', 'Vessel', '경제운항', '선박', '안전운항', '양식장', '양식장경계', '위성영상', '조선', '해사', '해양']",-,-1,
bigdata-sea,page_001347.html,-,남해·사천권 양식장 경계 추출 데이터(2023),남해사천권 해상구역의 양식장 경계 정보,0,,True,2025-07-15,,한국해양대학교 산학협력단,해사안전,"CSV, JSON, XML","['Marine', 'Maritime', 'Ship', 'Vessel', '경제운항', '선박', '안전운항', '양식장', '양식장경계', '양식장메타데이터', '조선', '해사', '해양']",산업/기술,해양/수산,양식,"['Marine', 'Maritime', 'Ship', 'Vessel', '경제운항', '선박', '안전운항', '양식장', '양식장경계', '양식장메타데이터', '조선', '해사', '해양']",-,-1,
bigdata-sea,page_001348.html,-,해양생태 비정형 데이터,"해양생물영상, 해양교육생태동영상, 해양생태교육을 위한 OVR 비정형 데이터",0,,True,2025-07-15,,빌리언21,해양환경,"CSV, JSON, XML","['3D', 'VR', '갯벌', '바다', '바다생물', '바다홍보', '생물', '생물학명', '어촌어항', '해양교육', '해양생태', '해양수산부']",산업/기술,해양/수산,해양,"['3D', 'VR', '갯벌', '바다', '바다생물', '바다홍보', '생물', '생물학명', '어촌어항', '해양교육', '해양생태', '해양수산부']",-,-1,
bigdata-transportation,definition_20356.xlsx,차량 주행기록 데이터 관련 이벤트 데이터,차량 주행기록 데이터 관련 이벤트 데이터,차량주행 기록 데이터 관련 이벤트 발생 데이터,0,컬럼명(한글)|주행기록_키|자동차_키|이벤트_알고리즘버전|이벤트_아이디|이벤트_주행묶음자|이벤트_코드|이벤트_발생시간|이벤트_종료시간|이벤트_주행거리|이벤트_주행시간|이벤트_평균속력|이벤트_알피엠|이벤트_에이피에스|이벤트_티피에스|이벤트_알피에스|이벤트_엠에이에프|이벤트_연료레벨|이벤트_토크|이벤트_냉각수온도|이벤트_엔진오일온도|이벤트_엔진부하|이벤트_매니폴드압력|이벤트_대기온도|이벤트_압력|이벤트_하이브리드충전량|이벤트_디피에프|이벤트_디피에프온도|이벤트_흡기온도|이벤트_배기가스온도1|이벤트_배기가스온도2|이벤트_발생종료차이|이벤트_글로벌타임|이벤트_등록시간|이벤트_업로드시간|이벤트_업데이트시간|이벤트_서버업데이트시간|이벤트_단기뱅크1|이벤트_단기뱅크2|이벤트_장기뱅크1|이벤트_장기뱅크2,True,2025-07-15,이벤트_글로벌타임-이벤트_냉각수온도-이벤트_단기뱅크1-이벤트_단기뱅크2-이벤트_대기온도-이벤트_등록시간-이벤트_디피에프-이벤트_디피에프온도-이벤트_매니폴드압력-이벤트_발생시간-이벤트_발생종료차이-이벤트_배기가스온도1-이벤트_배기가스온도2-이벤트_서버업데이트시간-이벤트_아이디-이벤트_알고리즘버전-이벤트_알피에스-이벤트_알피엠-이벤트_압력-이벤트_업데이트시간-이벤트_업로드시간-이벤트_에이피에스-이벤트_엔진부하-이벤트_엔진오일온도-이벤트_엠에이에프-이벤트_연료레벨-이벤트_장기뱅크1-이벤트_장기뱅크2-이벤트_종료시간-이벤트_주행거리-이벤트_주행묶음자-이벤트_주행시간-이벤트_코드-이벤트_토크-이벤트_티피에스-이벤트_평균속력-이벤트_하이브리드충전량-이벤트_흡기온도-자동차_키-주행기록_키-컬럼명(한글),한국도로공사,도로,CSV / ZIP,"['자동차', '주행기록', '주행상태 정보']",산업/기술,IT기술,IoT,"['자동차', '주행기록', '주행상태 정보']",3.65 KB,-1,3737.0
bigdata-transportation,definition_20110.xlsx,경주시 BIS 버스 이벤트 로그,경주시 BIS 버스 이벤트 로그,"경주시 버스 정류장 도착 및 출발 정보 데이터입니다. 승차 및 하차 시각, 정차시간과 정류장 위치 정보 데이터를 제공합니다.",0,컬럼명(한글)|이벤트시각|노선명|노선설명|정류장도착시각|정류장출발시각|정차시간(초)|운행구분|이벤트구분|정류장명|정류장 GPS X|정류장 GPS Y,True,2025-07-15,노선명-노선설명-운행구분-이벤트구분-이벤트시각-정류장 GPS X-정류장 GPS Y-정류장도착시각-정류장명-정류장출발시각-정차시간(초)-컬럼명(한글),포항테크노파크,버스,CSV / ZIP,"['포항테크노파크', '교통', '경주', '버스', '정류장', '정류장도착시각', '정류장출발시각', '정류장위치']",공간/위치,위치기반,위치데이터,"['포항테크노파크', '교통', '경주', '버스', '정류장', '정류장도착시각', '정류장출발시각', '정류장위치']",923.14 MB,-1,967982448.0
bigdata-transportation,definition_20112.xlsx,경주시 교통카드 사용내역 데이터,경주시 교통카드 사용내역 데이터,"경주시 버스정보시스템(BIS)에서 버스 사용자의 교통카드 사용내역 데이터입니다. 승차 및 하차 시각과 정류장 위치 정보, 교통카드 사용고객 연령대 정보가 포함되어 있습니다. 데이터 축적 이후에 일괄 저장하는 형태로 실시간 데이터는 아닙니다.",0,컬럼명(한글)|노선번호|노선명|승차시각|하차시각|승차정류장|승차정류장 GPS X|승차정류장 GPS Y|하차정류장|하차정류장 GPS X|하차정류장 GPS Y|일반승객건수|청소년건수|어린이건수|환승여부|추가운임여부,True,2025-07-15,노선명-노선번호-승차시각-승차정류장-승차정류장 GPS X-승차정류장 GPS Y-어린이건수-일반승객건수-청소년건수-추가운임여부-컬럼명(한글)-하차시각-하차정류장-하차정류장 GPS X-하차정류장 GPS Y-환승여부,포항테크노파크,버스,CSV / ZIP,"['포항테크노파크', '교통', '경주', '버스', 'BIS', '정류장', '승차시각', '하차시각', '승차정류장', '하차정류장']",공공/행정,정책,공공데이터,"['포항테크노파크', '교통', '경주', '버스', 'BIS', '정류장', '승차시각', '하차시각', '승차정류장', '하차정류장']",341.56 MB,-1,358151618.0
bigdata-transportation,definition_20280.xlsx,데이터셋 명세서(스쿨존 단독주택 주차장 정보),스쿨존 단독주택 주차장 정보,수도권 내 어린이보호구역에 접한 단독주택을 대상으로 한 주변 주차장 정보,0,컬럼명(한글)|필지고유번호|필지별 순번|시군구코드|읍면동리코드|지번구분|본번|부번|지번주소|인근 주차장수|인근 주차장 순번|주차장 구분|주차장 유형|주차장관리번호|주차장명|주차단위구획수|요금 구분|주차장 경도|주차장 위도|주차장거리,True,2025-07-15,본번-부번-시군구코드-요금 구분-읍면동리코드-인근 주차장 순번-인근 주차장수-주차단위구획수-주차장 경도-주차장 구분-주차장 위도-주차장 유형-주차장거리-주차장관리번호-주차장명-지번구분-지번주소-컬럼명(한글)-필지고유번호-필지별 순번,한국부동산원,융합,CSV / ZIP,"['스쿨존', '단독주택', '주택', '주차장', '어린이', '보호구역', '노상']",공간/위치,인구이동,주거인구,"['스쿨존', '단독주택', '주택', '주차장', '어린이', '보호구역', '노상']",77.76 MB,-1,81537269.0
bigdata-transportation,definition_20135.xlsx,교통혼잡비용_행정구역_읍면동단위,교통혼잡비용_행정구역_읍면동단위,"교통혼잡비용은 도로에서 교통혼잡으로 인해 발생하는 추가적인 사회적 손실을 산정한 비용을 의미하며, 읍면동 경계로 구분된 데이터로 단위는 만원/일",0,컬럼명(한글)|시도코드|시군구코드|읍면동코드|주_유형|전체_교통혼잡비용|승용차_교통혼잡비용|버스_교통혼잡비용|화물차_교통혼잡비용,True,2025-07-15,버스_교통혼잡비용-승용차_교통혼잡비용-시군구코드-시도코드-읍면동코드-전체_교통혼잡비용-주_유형-컬럼명(한글)-화물차_교통혼잡비용,한국교통연구원,일반·기타,CSV / ZIP,"['View-T', '교통혼잡지표', '교통혼잡비용', '차종구분', '연평균', '행정구역읍면동단위', '2018년']",공공/행정,정책,공공데이터,"['View-T', '교통혼잡지표', '교통혼잡비용', '차종구분', '연평균', '행정구역읍면동단위', '2018년']",187.94 KB,-1,192450.0
bigdata-transportation,definition_20264.xlsx,길단위_업종별 창업 점포 수,길단위 업종별 창업 점포 수,도로 형상정보를 중심으로 1년 내 창업한 점포 수를 업종별로 집계하여 정의,0,컬럼명(한글)|시도코드|시도명|시군구코드|시군구명|도로명|도로번호|도로길이|창업점포수|형상정보,True,2025-07-15,도로길이-도로명-도로번호-시군구명-시군구코드-시도명-시도코드-창업점포수-컬럼명(한글)-형상정보,오픈메이트,공간,CSV / EGG,"['길', '도로', '상권', '상권분석', '상가업소', '창업', '전국', '소상공인', '지역상권', '활성도']",기타,기타,기타,"['길', '도로', '상권', '상권분석', '상가업소', '창업', '전국', '소상공인', '지역상권', '활성도']",2.34 GB,-1,2512555868.0
bigdata-transportation,definition_20375.xlsx,혼잡시간강도_행정구역_읍면동단위,혼잡시간강도_행정구역_읍면동단위,"혼잡시간강도는 도로를 주행하는 모든 차량이 경험한 총 통행시간대비 혼잡을 경험한 차량의 총 통행시간의 비율을 의미하며, 읍면동 경계로 구분된 데이터로 단위는 %",0,컬럼명(한글)|시도코드|시군구코드|읍면동코드|주_유형|혼잡시간강도,True,2025-07-15,시군구코드-시도코드-읍면동코드-주_유형-컬럼명(한글)-혼잡시간강도,한국교통연구원,도로,CSV / ZIP,"['혼잡시간강도', '행정구역읍면동단위', '평일', '연평균', '속도지표', '2019년', 'View-T']",공공/행정,정책,공공데이터,"['혼잡시간강도', '행정구역읍면동단위', '평일', '연평균', '속도지표', '2019년', 'View-T']",118.31 KB,-1,121149.0
bigdata-transportation,definition_20512.xlsx,접근로별보행자통계,인천시 스마트교차로 접근로기준 횡단 보행자 통계,인천시 관내 스마트교차로 영상인식 장치에서 수집된 개별보행자 데이터를 접근로 기준으로 집계한 횡단 보행자 통계 데이터(15분 단위),0,컬럼명(한글),True,2025-07-15,컬럼명(한글),인천시청,도로,XLSX / ZIP,"['15분', '보행자', '접근로', '스마트교차로', '통계']",공간/위치,인구이동,유동인구,"['15분', '보행자', '접근로', '스마트교차로', '통계']",41.81 MB,-1,43840962.0
